ID_Client,Date_Transaction,Montant,Magasin,Categorie_Produit,Quantite,Mode_Paiement,Satisfaction_Client
1649,2024-12-01,541.44,Lyon,Électronique,9,PayPal,4
4229,2024-12-01,369.11,Paris,Vêtements,7,Carte bancaire,3
3655,2024-12-01,141.7,Paris,Vêtements,9,PayPal,1
2131,2024-12-01,68.91,Lyon,Vêtements,8,PayPal,2
4472,2024-12-01,564.75,Bordeaux,Vêtements,9,Carte bancaire,1
2397,2024-12-01,40.33,Paris,Vêtements,9,Carte bancaire,5
4367,2024-12-01,121.38,Lyon,Vêtements,1,Carte bancaire,4
1507,2024-12-01,360.61,Marseille,Électronique,3,Espèces,4
2159,2024-12-01,62.65,Paris,Vêtements,6,Espèces,1
2917,2024-12-01,412.44,Lille,Électronique,7,PayPal,1
4172,2024-12-01,147.76,Bordeaux,Meubles,4,PayPal,5
3230,2024-12-01,362.88,Paris,Meubles,2,Carte bancaire,1
3604,2024-12-01,795.34,Lille,Meubles,4,Carte bancaire,3
1667,2024-12-01,633.84,Marseille,Vêtements,6,PayPal,3
4425,2024-12-01,456.49,Paris,Vêtements,4,Carte bancaire,2
4137,2024-12-01,110.0,Marseille,Vêtements,2,Carte bancaire,4
2970,2024-12-01,626.77,Marseille,Électronique,9,PayPal,5
2690,2024-12-01,180.44,Marseille,Électronique,1,Carte bancaire,5
2327,2024-12-01,95.05,Marseille,Meubles,7,Carte bancaire,1
2811,2024-12-01,670.72,Paris,Électronique,9,Carte bancaire,4
2517,2024-12-01,913.82,Lille,Vêtements,3,Espèces,2
3472,2024-12-01,471.38,Bordeaux,Meubles,6,Espèces,2
13,2024-12-01,60.18,Marseille,Vêtements,9,Carte bancaire,2
2971,2024-12-01,882.69,Paris,Vêtements,9,PayPal,4
3622,2024-12-01,85.63,Marseille,Meubles,4,PayPal,2
3684,2024-12-01,870.16,Marseille,Vêtements,8,Carte bancaire,3
3474,2024-12-01,403.98,Bordeaux,Vêtements,8,Carte bancaire,1
3123,2024-12-01,378.09,Lille,Électronique,7,Carte bancaire,2
3465,2024-12-01,551.94,Lille,Vêtements,6,Carte bancaire,3
653,2024-12-01,957.94,Lyon,Électronique,3,PayPal,3
621,2024-12-01,900.77,Bordeaux,Électronique,4,Carte bancaire,5
3791,2024-12-01,480.92,Paris,Vêtements,9,Espèces,1
1646,2024-12-01,701.91,Lyon,Vêtements,7,Carte bancaire,5
2244,2024-12-01,588.82,Paris,Meubles,8,PayPal,4
4513,2024-12-01,699.59,Bordeaux,Électronique,6,Carte bancaire,3
4760,2024-12-01,832.74,Lille,Meubles,1,Carte bancaire,5
3492,2024-12-01,53.8,Paris,Électronique,9,PayPal,1
3712,2024-12-01,339.24,Lyon,Meubles,3,Carte bancaire,3
3689,2024-12-01,960.14,Lille,Vêtements,3,Espèces,2
1380,2024-12-01,950.35,Marseille,Électronique,9,Espèces,1
4244,2024-12-01,31.0,Lyon,Meubles,4,PayPal,2
2046,2024-12-01,217.41,Lyon,Meubles,8,Carte bancaire,4
3049,2024-12-01,993.89,Marseille,Meubles,4,Espèces,2
1389,2024-12-01,502.97,Lille,Électronique,2,Carte bancaire,2
402,2024-12-01,581.41,Lyon,Vêtements,5,Espèces,4
2654,2024-12-01,183.09,Paris,Vêtements,3,PayPal,4
4325,2024-12-01,896.45,Paris,Vêtements,4,Carte bancaire,2
3924,2024-12-01,246.64,Paris,Vêtements,3,PayPal,3
268,2024-12-01,205.85,Marseille,Vêtements,1,Carte bancaire,3
4222,2024-12-01,243.56,Lille,Meubles,4,PayPal,5
1726,2024-12-01,921.23,Marseille,Meubles,9,Carte bancaire,5
1113,2024-12-01,708.79,Lille,Meubles,7,Carte bancaire,4
2676,2024-12-01,773.22,Lille,Vêtements,6,Carte bancaire,1
4785,2024-12-01,389.5,Lyon,Vêtements,9,Carte bancaire,2
1281,2024-12-01,910.99,Lyon,Électronique,4,Carte bancaire,4
1233,2024-12-01,793.62,Marseille,Vêtements,6,Carte bancaire,4
4377,2024-12-01,755.59,Paris,Vêtements,3,PayPal,4
4539,2024-12-01,971.52,Marseille,Électronique,3,Carte bancaire,3
1864,2024-12-01,378.87,Lyon,Meubles,8,Carte bancaire,1
4933,2024-12-01,618.75,Marseille,Meubles,5,Carte bancaire,3
4485,2024-12-01,911.73,Marseille,Meubles,8,PayPal,5
617,2024-12-01,795.07,Lyon,Vêtements,9,PayPal,4
147,2024-12-01,572.11,Marseille,Vêtements,2,Espèces,3
4617,2024-12-01,94.69,Lyon,Meubles,7,Carte bancaire,4
4726,2024-12-01,659.67,Paris,Électronique,2,Carte bancaire,1
3678,2024-12-01,536.02,Marseille,Meubles,7,Carte bancaire,2
289,2024-12-01,200.5,Lyon,Meubles,3,PayPal,3
1410,2024-12-01,884.61,Bordeaux,Vêtements,8,PayPal,1
14,2024-12-01,356.38,Paris,Meubles,4,Carte bancaire,2
257,2024-12-01,399.73,Marseille,Vêtements,9,PayPal,4
1722,2024-12-01,678.95,Marseille,Électronique,4,PayPal,1
1424,2024-12-01,499.02,Paris,Électronique,2,PayPal,5
4954,2024-12-01,107.5,Lyon,Vêtements,4,Carte bancaire,2
2991,2024-12-01,399.69,Marseille,Électronique,5,Carte bancaire,2
1196,2024-12-01,112.58,Lyon,Vêtements,8,Carte bancaire,4
4560,2024-12-01,206.94,Paris,Électronique,3,Carte bancaire,5
4366,2024-12-01,27.03,Marseille,Meubles,9,Carte bancaire,3
1245,2024-12-01,197.69,Paris,Électronique,9,Carte bancaire,1
3224,2024-12-01,343.84,Marseille,Vêtements,3,Carte bancaire,4
3471,2024-12-01,547.45,Bordeaux,Vêtements,8,PayPal,5
4168,2024-12-01,920.89,Paris,Meubles,6,Carte bancaire,2
3970,2024-12-01,549.52,Lyon,Vêtements,6,Espèces,2
1307,2024-12-01,711.49,Lyon,Meubles,2,PayPal,2
2122,2024-12-01,370.52,Marseille,Vêtements,8,PayPal,5
2403,2024-12-01,756.6,Lyon,Électronique,7,Carte bancaire,5
497,2024-12-01,628.06,Lyon,Vêtements,2,Carte bancaire,3
3400,2024-12-01,470.6,Paris,Vêtements,4,Carte bancaire,1
3607,2024-12-01,209.89,Paris,Vêtements,5,PayPal,2
910,2024-12-01,317.47,Marseille,Vêtements,9,Carte bancaire,3
373,2024-12-01,628.53,Paris,Vêtements,2,Carte bancaire,5
4458,2024-12-01,437.54,Paris,Électronique,7,PayPal,3
1345,2024-12-01,891.6,Lyon,Électronique,5,Carte bancaire,2
324,2024-12-01,250.14,Paris,Meubles,2,PayPal,1
2432,2024-12-01,91.61,Paris,Meubles,3,Espèces,3
4671,2024-12-01,597.56,Paris,Électronique,5,Espèces,5
4832,2024-12-01,888.33,Paris,Électronique,1,Carte bancaire,4
2785,2024-12-01,377.44,Bordeaux,Électronique,7,Carte bancaire,4
2394,2024-12-01,654.76,Paris,Meubles,1,Carte bancaire,3
3921,2024-12-01,246.78,Marseille,Électronique,6,Carte bancaire,5
1216,2024-12-01,567.3,Lyon,Vêtements,6,Carte bancaire,3
1696,2024-12-01,791.06,Marseille,Électronique,1,Espèces,3
1908,2024-12-01,869.69,Paris,Vêtements,7,Espèces,4
4815,2024-12-01,123.02,Lille,Électronique,8,Carte bancaire,3
781,2024-12-01,369.25,Bordeaux,Électronique,3,PayPal,4
1020,2024-12-01,646.85,Paris,Vêtements,1,Carte bancaire,5
3266,2024-12-01,54.03,Paris,Vêtements,2,Carte bancaire,5
1404,2024-12-01,696.8,Marseille,Meubles,1,PayPal,5
1427,2024-12-01,537.47,Lille,Électronique,9,Carte bancaire,4
664,2024-12-01,302.79,Lyon,Vêtements,4,PayPal,2
2648,2024-12-01,818.36,Lyon,Électronique,7,Espèces,2
11,2024-12-01,304.25,Paris,Vêtements,5,Carte bancaire,2
1039,2024-12-01,991.59,Lyon,Électronique,9,Espèces,2
2826,2024-12-01,820.04,Paris,Électronique,9,Carte bancaire,5
3004,2024-12-01,713.82,Lyon,Électronique,6,Carte bancaire,2
4681,2024-12-01,80.12,Paris,Vêtements,5,Carte bancaire,3
1076,2024-12-01,906.22,Paris,Vêtements,1,PayPal,4
3089,2024-12-01,794.25,Marseille,Vêtements,4,PayPal,2
1790,2024-12-01,244.44,Marseille,Vêtements,5,PayPal,5
3037,2024-12-01,404.4,Lyon,Électronique,9,Carte bancaire,2
4839,2024-12-01,283.26,Bordeaux,Électronique,2,Carte bancaire,4
3654,2024-12-01,984.73,Paris,Électronique,2,Carte bancaire,1
3176,2024-12-01,857.11,Lyon,Électronique,3,Carte bancaire,1
4300,2024-12-01,931.62,Marseille,Électronique,3,Carte bancaire,5
1077,2024-12-01,793.0,Marseille,Électronique,7,Carte bancaire,5
974,2024-12-01,467.22,Bordeaux,Meubles,1,Carte bancaire,5
1866,2024-12-01,221.33,Paris,Vêtements,2,Carte bancaire,2
3126,2024-12-01,223.92,Paris,Vêtements,1,Carte bancaire,4
1300,2024-12-01,168.65,Marseille,Vêtements,9,Carte bancaire,4
3407,2024-12-01,555.72,Lyon,Meubles,9,PayPal,4
1159,2024-12-01,921.57,Paris,Vêtements,3,PayPal,1
3130,2024-12-01,991.96,Marseille,Électronique,3,PayPal,4
105,2024-12-01,301.55,Lyon,Meubles,1,PayPal,5
3568,2024-12-01,703.37,Lyon,Meubles,5,Carte bancaire,2
4349,2024-12-01,605.16,Paris,Meubles,3,Carte bancaire,1
4391,2024-12-01,499.16,Paris,Vêtements,2,Carte bancaire,2
1182,2024-12-01,672.45,Paris,Vêtements,3,Carte bancaire,3
4645,2024-12-01,383.94,Lyon,Vêtements,8,PayPal,5
3139,2024-12-01,945.6,Paris,Vêtements,8,PayPal,1
4395,2024-12-01,711.34,Bordeaux,Électronique,1,Carte bancaire,5
3535,2024-12-01,759.12,Paris,Meubles,2,Carte bancaire,2
4197,2024-12-01,257.57,Bordeaux,Meubles,1,PayPal,4
3128,2024-12-01,185.21,Lyon,Vêtements,8,Carte bancaire,3
1775,2024-12-01,406.45,Paris,Électronique,1,PayPal,5
3815,2024-12-01,771.34,Lyon,Vêtements,6,PayPal,3
4970,2024-12-01,940.02,Lyon,Électronique,8,Carte bancaire,2
92,2024-12-01,438.78,Lyon,Meubles,8,Espèces,5
447,2024-12-01,778.67,Lyon,Vêtements,7,Carte bancaire,4
109,2024-12-01,481.0,Marseille,Électronique,8,Carte bancaire,3
4413,2024-12-01,309.32,Lyon,Vêtements,8,PayPal,1
3240,2024-12-01,744.48,Marseille,Meubles,3,Espèces,2
4054,2024-12-01,802.24,Marseille,Électronique,2,Espèces,5
4538,2024-12-01,218.78,Paris,Électronique,4,Carte bancaire,1
1246,2024-12-01,319.07,Bordeaux,Vêtements,5,PayPal,4
2721,2024-12-01,504.88,Bordeaux,Meubles,2,Carte bancaire,4
278,2024-12-01,202.79,Lille,Électronique,8,PayPal,3
3057,2024-12-01,930.26,Paris,Vêtements,8,PayPal,2
4665,2024-12-01,599.51,Bordeaux,Vêtements,4,PayPal,5
2923,2024-12-01,138.78,Bordeaux,Électronique,5,Carte bancaire,1
2514,2024-12-01,200.35,Marseille,Électronique,5,PayPal,5
839,2024-12-01,955.27,Lyon,Électronique,5,Espèces,1
2802,2024-12-01,743.41,Lille,Meubles,9,Carte bancaire,2
30,2024-12-01,739.72,Lille,Meubles,9,Carte bancaire,4
1258,2024-12-01,91.05,Marseille,Électronique,4,Carte bancaire,4
365,2024-12-01,897.39,Lyon,Vêtements,1,Carte bancaire,5
1801,2024-12-01,454.86,Bordeaux,Meubles,8,PayPal,5
905,2024-12-01,666.52,Paris,Vêtements,1,Carte bancaire,3
4794,2024-12-01,960.5,Paris,Électronique,7,Carte bancaire,1
2179,2024-12-01,118.01,Lille,Électronique,4,Carte bancaire,3
2851,2024-12-01,492.63,Bordeaux,Meubles,1,Carte bancaire,1
2837,2024-12-01,68.62,Lille,Vêtements,4,Carte bancaire,2
4447,2024-12-01,509.55,Marseille,Vêtements,7,Carte bancaire,5
180,2024-12-01,267.21,Lyon,Vêtements,8,PayPal,1
3874,2024-12-01,912.84,Lille,Électronique,2,Carte bancaire,4
3961,2024-12-01,410.52,Lyon,Électronique,9,Espèces,2
1187,2024-12-01,641.19,Bordeaux,Meubles,5,Carte bancaire,4
3960,2024-12-01,863.08,Marseille,Meubles,8,PayPal,2
774,2024-12-01,984.02,Paris,Vêtements,2,Carte bancaire,1
4606,2024-12-01,513.74,Paris,Électronique,2,PayPal,4
4461,2024-12-01,466.64,Lyon,Vêtements,4,Carte bancaire,1
353,2024-12-01,94.22,Lyon,Vêtements,4,Carte bancaire,3
4508,2024-12-01,32.48,Paris,Vêtements,3,Carte bancaire,2
4831,2024-12-01,616.63,Lyon,Meubles,5,Carte bancaire,5
3029,2024-12-01,84.16,Marseille,Électronique,2,Carte bancaire,4
118,2024-12-01,392.77,Marseille,Vêtements,1,Carte bancaire,1
482,2024-12-01,23.53,Paris,Électronique,4,Carte bancaire,4
4288,2024-12-01,622.92,Marseille,Vêtements,6,Espèces,1
2638,2024-12-01,436.91,Paris,Vêtements,6,Carte bancaire,3
107,2024-12-01,144.48,Paris,Vêtements,2,PayPal,5
4478,2024-12-01,310.44,Paris,Électronique,6,Carte bancaire,4
4879,2024-12-01,578.27,Marseille,Vêtements,4,PayPal,4
244,2024-12-01,663.58,Paris,Meubles,1,PayPal,1
2633,2024-12-01,473.09,Paris,Vêtements,1,Carte bancaire,1
4564,2024-12-01,807.88,Paris,Électronique,2,PayPal,4
866,2024-12-01,130.19,Lille,Meubles,4,PayPal,3
2982,2024-12-01,102.85,Lille,Électronique,8,Carte bancaire,4
1562,2024-12-01,63.36,Paris,Électronique,3,Carte bancaire,2
604,2024-12-01,545.11,Lyon,Vêtements,5,PayPal,2
3063,2024-12-01,712.11,Lille,Électronique,3,Carte bancaire,4
4019,2024-12-01,147.91,Paris,Vêtements,8,Carte bancaire,3
2016,2024-12-01,646.17,Paris,Meubles,4,PayPal,1
1659,2024-12-01,487.41,Paris,Électronique,8,Espèces,1
3381,2024-12-01,987.6,Lille,Vêtements,8,PayPal,4
3768,2024-12-01,723.12,Marseille,Électronique,9,Carte bancaire,5
3771,2024-12-01,664.32,Paris,Vêtements,2,PayPal,1
1614,2024-12-01,579.04,Paris,Électronique,7,Carte bancaire,2
4956,2024-12-01,997.42,Lille,Électronique,1,Carte bancaire,2
1880,2024-12-01,980.85,Lyon,Électronique,4,PayPal,5
4109,2024-12-01,547.35,Marseille,Électronique,4,Carte bancaire,5
2347,2024-12-01,466.08,Paris,Électronique,4,PayPal,2
1100,2024-12-01,472.87,Bordeaux,Vêtements,7,Carte bancaire,4
1075,2024-12-01,439.78,Paris,Vêtements,5,Carte bancaire,4
787,2024-12-01,540.77,Bordeaux,Électronique,5,Carte bancaire,4
149,2024-12-01,288.11,Paris,Électronique,3,Carte bancaire,2
1755,2024-12-01,928.25,Paris,Vêtements,5,Carte bancaire,5
2170,2024-12-01,500.43,Lyon,Vêtements,5,Carte bancaire,3
3757,2024-12-01,845.17,Bordeaux,Vêtements,8,PayPal,2
1180,2024-12-01,485.8,Lyon,Meubles,2,Carte bancaire,2
3310,2024-12-01,723.92,Paris,Meubles,8,PayPal,1
2424,2024-12-01,350.14,Marseille,Électronique,4,Carte bancaire,4
4178,2024-12-01,632.31,Marseille,Électronique,9,Carte bancaire,1
4588,2024-12-01,508.4,Marseille,Meubles,8,Carte bancaire,2
925,2024-12-01,379.77,Lyon,Électronique,5,Carte bancaire,2
1604,2024-12-01,883.93,Paris,Vêtements,5,Carte bancaire,2
3053,2024-12-01,130.46,Marseille,Meubles,9,PayPal,3
4219,2024-12-01,497.18,Lyon,Vêtements,5,Carte bancaire,1
4804,2024-12-01,210.48,Lille,Électronique,9,Carte bancaire,5
2378,2024-12-01,863.83,Lyon,Vêtements,6,PayPal,4
3481,2024-12-01,268.4,Lyon,Électronique,1,Carte bancaire,4
3183,2024-12-01,640.76,Lyon,Meubles,8,PayPal,3
2818,2024-12-01,182.25,Lyon,Électronique,1,PayPal,1
3161,2024-12-01,416.82,Lyon,Vêtements,2,Carte bancaire,4
4806,2024-12-01,901.37,Lyon,Vêtements,6,PayPal,2
4890,2024-12-01,182.74,Bordeaux,Électronique,5,Carte bancaire,1
712,2024-12-01,669.93,Lyon,Électronique,2,Espèces,4
2587,2024-12-01,220.42,Paris,Électronique,6,Carte bancaire,1
2649,2024-12-01,427.43,Paris,Vêtements,7,Carte bancaire,3
1718,2024-12-01,549.8,Marseille,Meubles,3,PayPal,5
4353,2024-12-01,585.76,Paris,Électronique,8,PayPal,5
871,2024-12-01,610.46,Lyon,Électronique,4,PayPal,1
3575,2024-12-01,647.33,Marseille,Vêtements,9,Carte bancaire,3
4905,2024-12-01,286.33,Lyon,Électronique,7,PayPal,4
271,2024-12-01,413.34,Marseille,Vêtements,3,Espèces,2
1544,2024-12-01,56.57,Marseille,Électronique,5,Espèces,1
550,2024-12-01,773.38,Lille,Vêtements,9,PayPal,1
4664,2024-12-01,840.36,Lyon,Électronique,9,PayPal,4
4015,2024-12-01,215.25,Lyon,Électronique,8,Espèces,2
4455,2024-12-01,217.42,Paris,Vêtements,8,Carte bancaire,2
1713,2024-12-01,61.2,Lyon,Électronique,9,Carte bancaire,4
3241,2024-12-01,970.98,Paris,Meubles,5,Carte bancaire,1
1363,2024-12-01,811.04,Marseille,Meubles,9,Carte bancaire,4
4894,2024-12-01,373.49,Lyon,Électronique,6,Espèces,5
1285,2024-12-01,492.27,Lyon,Meubles,6,Espèces,4
887,2024-12-01,306.13,Paris,Électronique,6,Espèces,3
2259,2024-12-01,605.3,Marseille,Meubles,7,Carte bancaire,1
4383,2024-12-01,722.96,Lyon,Vêtements,9,PayPal,3
1786,2024-12-01,458.42,Lyon,Électronique,3,PayPal,1
4839,2024-12-01,876.12,Lille,Meubles,6,Carte bancaire,1
3544,2024-12-01,526.69,Marseille,Meubles,5,PayPal,5
296,2024-12-01,161.37,Paris,Vêtements,4,Espèces,4
2054,2024-12-01,629.85,Lyon,Vêtements,8,Espèces,4
2598,2024-12-01,472.99,Lyon,Meubles,3,Carte bancaire,5
681,2024-12-01,936.96,Bordeaux,Vêtements,2,Carte bancaire,5
4891,2024-12-01,404.06,Bordeaux,Électronique,4,Espèces,2
4299,2024-12-01,414.81,Paris,Vêtements,3,Carte bancaire,3
325,2024-12-01,657.76,Bordeaux,Meubles,7,Carte bancaire,1
2292,2024-12-01,536.45,Paris,Meubles,4,Carte bancaire,2
4423,2024-12-01,386.96,Bordeaux,Meubles,9,Carte bancaire,4
987,2024-12-01,989.98,Paris,Électronique,5,Carte bancaire,2
3119,2024-12-01,316.14,Paris,Vêtements,3,PayPal,4
761,2024-12-01,291.98,Bordeaux,Électronique,2,PayPal,5
3694,2024-12-01,867.14,Lyon,Vêtements,6,Carte bancaire,1
1037,2024-12-01,23.31,Lille,Vêtements,6,Espèces,1
907,2024-12-01,217.23,Paris,Électronique,1,PayPal,1
365,2024-12-01,598.64,Lyon,Vêtements,7,PayPal,5
3414,2024-12-01,179.2,Marseille,Électronique,5,Carte bancaire,4
1070,2024-12-01,986.09,Paris,Électronique,7,PayPal,5
4370,2024-12-01,474.91,Paris,Vêtements,4,Carte bancaire,1
2256,2024-12-01,605.42,Paris,Meubles,5,Carte bancaire,1
3687,2024-12-01,177.17,Lille,Électronique,7,PayPal,1
4220,2024-12-01,303.59,Bordeaux,Électronique,6,Carte bancaire,4
3082,2024-12-01,622.33,Lyon,Électronique,1,Carte bancaire,4
3259,2024-12-01,558.56,Paris,Vêtements,1,PayPal,2
2108,2024-12-01,788.68,Paris,Électronique,2,Carte bancaire,2
2934,2024-12-01,283.85,Lyon,Meubles,3,Carte bancaire,3
2830,2024-12-01,660.47,Lille,Meubles,1,Carte bancaire,4
442,2024-12-01,305.16,Marseille,Vêtements,2,PayPal,5
1560,2024-12-01,595.02,Lyon,Vêtements,2,Carte bancaire,4
1742,2024-12-01,612.93,Lyon,Vêtements,7,Carte bancaire,2
626,2024-12-01,139.4,Lille,Électronique,6,Carte bancaire,1
3864,2024-12-01,557.66,Lyon,Électronique,9,Carte bancaire,2
1691,2024-12-01,31.7,Lille,Vêtements,5,Carte bancaire,2
2782,2024-12-01,511.19,Paris,Meubles,3,PayPal,2
91,2024-12-01,703.57,Marseille,Meubles,1,Carte bancaire,3
3007,2024-12-01,91.38,Marseille,Meubles,1,PayPal,3
4303,2024-12-01,939.94,Marseille,Meubles,2,Carte bancaire,3
1089,2024-12-01,469.58,Marseille,Électronique,3,Carte bancaire,5
4612,2024-12-01,939.65,Paris,Électronique,5,PayPal,3
1181,2024-12-01,125.25,Paris,Vêtements,7,PayPal,5
1902,2024-12-01,950.9,Lille,Vêtements,4,Carte bancaire,4
4491,2024-12-01,127.01,Paris,Vêtements,6,PayPal,4
187,2024-12-01,472.27,Lille,Meubles,6,PayPal,3
1598,2024-12-01,939.23,Marseille,Vêtements,2,Carte bancaire,4
3409,2024-12-01,248.05,Lyon,Vêtements,6,Carte bancaire,4
3748,2024-12-01,54.09,Lille,Électronique,5,Carte bancaire,1
2671,2024-12-01,797.25,Bordeaux,Électronique,6,Carte bancaire,3
4826,2024-12-01,603.97,Lyon,Vêtements,4,PayPal,3
240,2024-12-01,523.64,Paris,Meubles,1,PayPal,2
2581,2024-12-01,53.66,Bordeaux,Électronique,9,Carte bancaire,2
4237,2024-12-01,660.17,Bordeaux,Vêtements,3,PayPal,4
139,2024-12-01,188.19,Bordeaux,Meubles,1,PayPal,2
2507,2024-12-01,932.57,Marseille,Électronique,4,PayPal,1
4166,2024-12-01,692.01,Paris,Électronique,7,Carte bancaire,3
4481,2024-12-01,712.89,Bordeaux,Vêtements,4,PayPal,1
4726,2024-12-01,247.93,Paris,Vêtements,4,PayPal,3
2246,2024-12-01,883.14,Paris,Meubles,9,Espèces,5
4301,2024-12-01,546.98,Paris,Électronique,6,Carte bancaire,3
1750,2024-12-01,859.94,Paris,Vêtements,9,Carte bancaire,1
568,2024-12-01,285.53,Lyon,Électronique,2,Carte bancaire,4
4901,2024-12-01,760.35,Paris,Vêtements,7,Carte bancaire,2
882,2024-12-01,583.08,Paris,Électronique,7,Carte bancaire,2
640,2024-12-01,67.45,Paris,Vêtements,8,Carte bancaire,1
3962,2024-12-01,417.24,Marseille,Vêtements,9,PayPal,2
4421,2024-12-01,200.23,Lyon,Vêtements,8,PayPal,4
4538,2024-12-01,371.99,Lyon,Vêtements,2,Carte bancaire,2
4900,2024-12-01,395.68,Bordeaux,Vêtements,3,Carte bancaire,5
2336,2024-12-01,485.43,Lyon,Meubles,2,PayPal,3
4322,2024-12-01,608.28,Lyon,Électronique,1,Carte bancaire,5
2986,2024-12-01,579.56,Lille,Électronique,7,Carte bancaire,3
560,2024-12-01,58.21,Paris,Vêtements,8,Carte bancaire,5
714,2024-12-01,755.68,Lyon,Vêtements,5,Espèces,2
4594,2024-12-01,950.2,Marseille,Électronique,9,PayPal,2
3989,2024-12-01,361.71,Bordeaux,Vêtements,4,Carte bancaire,4
257,2024-12-01,196.15,Bordeaux,Électronique,1,Carte bancaire,5
577,2024-12-01,549.2,Paris,Électronique,4,Carte bancaire,3
38,2024-12-01,710.81,Marseille,Électronique,5,PayPal,3
2073,2024-12-01,685.33,Marseille,Meubles,8,PayPal,2
4506,2024-12-01,619.87,Paris,Meubles,5,Carte bancaire,2
461,2024-12-01,163.31,Paris,Électronique,9,PayPal,2
1441,2024-12-01,840.09,Marseille,Électronique,6,Espèces,5
4479,2024-12-01,437.11,Paris,Électronique,8,Carte bancaire,3
1833,2024-12-01,237.04,Paris,Électronique,3,Carte bancaire,5
4665,2024-12-01,104.54,Paris,Meubles,3,Carte bancaire,3
3400,2024-12-01,428.38,Paris,Électronique,9,Carte bancaire,3
433,2024-12-01,625.61,Paris,Électronique,6,PayPal,4
4152,2024-12-01,672.07,Lyon,Électronique,4,Carte bancaire,2
1752,2024-12-01,963.48,Paris,Électronique,8,Carte bancaire,5
2048,2024-12-01,170.09,Lille,Vêtements,4,Carte bancaire,5
4998,2024-12-01,986.06,Paris,Vêtements,4,Espèces,2
2841,2024-12-01,661.58,Lyon,Électronique,7,Carte bancaire,5
257,2024-12-01,465.14,Lille,Électronique,7,Espèces,4
672,2024-12-01,890.43,Bordeaux,Vêtements,8,Espèces,5
490,2024-12-01,700.59,Lyon,Meubles,7,Carte bancaire,3
3715,2024-12-01,361.74,Lyon,Électronique,8,Carte bancaire,2
2097,2024-12-01,886.4,Marseille,Électronique,8,Carte bancaire,2
1683,2024-12-01,673.28,Lille,Électronique,7,Carte bancaire,4
4412,2024-12-01,704.86,Paris,Vêtements,1,Carte bancaire,5
2461,2024-12-01,898.46,Lyon,Électronique,4,Carte bancaire,3
4530,2024-12-01,459.45,Bordeaux,Électronique,3,PayPal,1
3913,2024-12-01,663.77,Lyon,Électronique,9,Carte bancaire,3
1976,2024-12-01,749.8,Marseille,Vêtements,8,PayPal,3
3217,2024-12-01,464.86,Marseille,Électronique,9,Carte bancaire,5
1390,2024-12-01,101.78,Paris,Vêtements,5,Carte bancaire,1
4516,2024-12-01,776.01,Lyon,Vêtements,5,Carte bancaire,4
3857,2024-12-01,66.86,Marseille,Vêtements,5,Carte bancaire,5
1585,2024-12-01,723.56,Marseille,Vêtements,2,Carte bancaire,2
4940,2024-12-01,912.66,Bordeaux,Vêtements,7,PayPal,1
2964,2024-12-01,360.03,Bordeaux,Meubles,8,Carte bancaire,2
4530,2024-12-01,120.02,Paris,Meubles,5,PayPal,1
977,2024-12-01,248.21,Marseille,Vêtements,8,Carte bancaire,2
3365,2024-12-01,571.04,Lyon,Meubles,6,PayPal,5
46,2024-12-01,943.81,Marseille,Vêtements,4,Carte bancaire,1
1194,2024-12-01,522.04,Lyon,Électronique,7,PayPal,4
3343,2024-12-01,130.48,Marseille,Électronique,8,Carte bancaire,5
4513,2024-12-01,635.23,Marseille,Électronique,9,Carte bancaire,1
4944,2024-12-01,738.19,Marseille,Électronique,5,Carte bancaire,2
247,2024-12-01,405.42,Bordeaux,Électronique,9,Carte bancaire,3
3220,2024-12-01,727.08,Paris,Électronique,8,Espèces,1
4326,2024-12-01,338.33,Lyon,Meubles,1,Carte bancaire,5
792,2024-12-01,793.31,Lyon,Électronique,8,Carte bancaire,2
637,2024-12-01,354.25,Lille,Vêtements,8,Carte bancaire,5
3776,2024-12-01,270.98,Paris,Meubles,7,Carte bancaire,2
2422,2024-12-01,881.6,Lyon,Vêtements,1,Carte bancaire,5
4834,2024-12-01,557.5,Lille,Vêtements,6,PayPal,1
1089,2024-12-01,299.45,Bordeaux,Vêtements,2,Carte bancaire,1
4184,2024-12-01,936.39,Bordeaux,Électronique,6,Carte bancaire,1
3160,2024-12-01,697.03,Lyon,Électronique,2,PayPal,2
713,2024-12-01,236.29,Bordeaux,Meubles,2,Carte bancaire,4
4697,2024-12-01,622.35,Lyon,Électronique,7,Carte bancaire,5
3645,2024-12-01,872.95,Marseille,Meubles,1,Espèces,4
3891,2024-12-01,702.23,Paris,Électronique,5,Carte bancaire,4
2587,2024-12-01,259.86,Marseille,Vêtements,1,PayPal,4
4310,2024-12-01,655.87,Lyon,Vêtements,9,PayPal,3
2109,2024-12-01,626.78,Lyon,Meubles,5,Espèces,5
4794,2024-12-01,824.43,Marseille,Électronique,5,Carte bancaire,3
3615,2024-12-01,194.57,Paris,Meubles,4,Carte bancaire,5
1243,2024-12-01,705.64,Paris,Vêtements,3,PayPal,3
2060,2024-12-01,46.82,Lyon,Vêtements,8,PayPal,5
3487,2024-12-01,702.25,Bordeaux,Vêtements,7,Carte bancaire,1
4333,2024-12-01,961.23,Paris,Électronique,9,Carte bancaire,4
3811,2024-12-01,190.9,Bordeaux,Vêtements,6,PayPal,2
